check_id,severity,domain,table_name,check_name,status,affected_records,denominator,affected_rate,observed,expected,analysis_impact
QUANTITY_DISPENSED,P1,treatment,prescription_event,populated quantity_dispensed is positive,PASS,0,24651,0.0,non-positive populated quantities=0,quantity_dispensed > 0 when collected,Invalid quantities threaten exposure interpretation.
EXTREMELY_LONG_FOLLOWUP,P2,coverage,observation,follow-up is within a 10-year exploratory bound,PASS,0,10000,0.0,">3,650 days=0; max=2556",review follow-up above 10 years,Extremely long windows may indicate date/unit defects.
SHORT_FOLLOWUP,P2,coverage,observation,minimum observation supports a 90-day assessment,PASS,0,10000,0.0,<90 days=0; min=90,follow-up >= 90 days or explicit non-evaluable handling,Short follow-up limits initiation and persistence assessment.
ISOLATED_PATIENT_RECORDS,P2,coverage,patient,patient has more than one core event,PASS,0,10000,0.0,patients with <=1 core events=0,review isolated records,Sparse records provide limited longitudinal evidence.
TREATMENT_DURATION_LONG,P2,treatment,treatment_episode,treatment duration is within exploratory plausibility bound,PASS,0,2369,0.0,>10-year durations=0,"review durations above 3,650 days",Very long episodes may reflect administrative rather than clinical exposure.
CONSTANT_FIELDS_ACTIVE_SURVEILLANCE,P3,univariate,active_surveillance,constant fields documented,LIMITATION,2,18,0.1111111111111111,"constant fields=['active_surveillance_rule_version', 'synthetic_event_flag']",constants retained only when they encode scope/governance,Constant predictors add no analytical variation but may document scope.
CONSTANT_FIELDS_ADVERSE_EVENT,P3,univariate,adverse_event,constant fields documented,LIMITATION,2,10,0.2,"constant fields=['outcome_model_version', 'synthetic_event_flag']",constants retained only when they encode scope/governance,Constant predictors add no analytical variation but may document scope.
CONSTANT_FIELDS_DIAGNOSIS,P3,univariate,diagnosis,constant fields documented,LIMITATION,4,24,0.16666666666666666,"constant fields=['prostate_cancer_flag', 'diagnosis_source', 'clinical_state_model_version', 'data_quality_flag']",constants retained only when they encode scope/governance,Constant predictors add no analytical variation but may document scope.
CONSTANT_FIELDS_DISEASE_STATE_EVENT,P3,univariate,disease_state_event,constant fields documented,LIMITATION,2,9,0.2222222222222222,"constant fields=['clinical_state_model_version', 'synthetic_event_flag']",constants retained only when they encode scope/governance,Constant predictors add no analytical variation but may document scope.
CONSTANT_FIELDS_ELIGIBILITY,P3,univariate,eligibility,constant fields documented,LIMITATION,4,20,0.2,"constant fields=['minimum_followup_required_days', 'eligibility_rule_version', 'source_assumption', 'synthetic_event_flag']",constants retained only when they encode scope/governance,Constant predictors add no analytical variation but may document scope.
CONSTANT_FIELDS_ENCOUNTER,P3,univariate,encounter,constant fields documented,LIMITATION,1,12,0.08333333333333333,constant fields=['synthetic_event_flag'],constants retained only when they encode scope/governance,Constant predictors add no analytical variation but may document scope.
CONSTANT_FIELDS_FEATURE_TIMING,P3,univariate,feature_timing,constant fields documented,LIMITATION,1,9,0.1111111111111111,constant fields=['timing_rule_version'],constants retained only when they encode scope/governance,Constant predictors add no analytical variation but may document scope.
CONSTANT_FIELDS_OBSERVATION,P3,univariate,observation,constant fields documented,LIMITATION,3,13,0.23076923076923078,"constant fields=['observation_end_date', 'observation_rule_version', 'synthetic_event_flag']",constants retained only when they encode scope/governance,Constant predictors add no analytical variation but may document scope.
CONSTANT_FIELDS_ORGANIZATION,P3,univariate,organization,constant fields documented,LIMITATION,1,8,0.125,constant fields=['synthetic_organization_flag'],constants retained only when they encode scope/governance,Constant predictors add no analytical variation but may document scope.
CONSTANT_FIELDS_OUTCOME,P3,univariate,outcome,constant fields documented,LIMITATION,2,21,0.09523809523809523,"constant fields=['outcome_model_version', 'synthetic_event_flag']",constants retained only when they encode scope/governance,Constant predictors add no analytical variation but may document scope.
ZERO_INFLATED_FIELDS_OUTCOME,P3,univariate,outcome,zero-inflated numeric fields documented,LIMITATION,1,1,1.0,>=95% zero fields=['adverse_event_count'],review before modeling,Extreme zero inflation can destabilize models and comparisons.
CONSTANT_FIELDS_PATIENT,P3,univariate,patient,constant fields documented,LIMITATION,5,27,0.18518518518518517,"constant fields=['sex', 'synthetic_oversampling_flag', 'population_representative_flag', 'sampling_weight', 'synthetic_scenario_version']",constants retained only when they encode scope/governance,Constant predictors add no analytical variation but may document scope.
CONSTANT_FIELDS_PATIENT_JOURNEY,P3,univariate,patient_journey,constant fields documented,LIMITATION,6,105,0.05714285714285714,"constant fields=['eligibility_rule_version', 'initial_provider_specialty', 'observation_end_date', 'synthetic_data_flag', 'synthetic_scenario_version', 'persistence_rule_version']",constants retained only when they encode scope/governance,Constant predictors add no analytical variation but may document scope.
CONSTANT_FIELDS_PATIENT_SPLIT,P3,univariate,patient_split,constant fields documented,LIMITATION,1,6,0.16666666666666666,constant fields=['split_rule_version'],constants retained only when they encode scope/governance,Constant predictors add no analytical variation but may document scope.
CONSTANT_FIELDS_PRESCRIPTION_EVENT,P3,univariate,prescription_event,constant fields documented,LIMITATION,1,20,0.05,constant fields=['synthetic_event_flag'],constants retained only when they encode scope/governance,Constant predictors add no analytical variation but may document scope.
CONSTANT_FIELDS_PROVIDER,P3,univariate,provider,constant fields documented,LIMITATION,1,10,0.1,constant fields=['synthetic_provider_flag'],constants retained only when they encode scope/governance,Constant predictors add no analytical variation but may document scope.
CONSTANT_FIELDS_REFERRAL,P3,univariate,referral,constant fields documented,LIMITATION,2,16,0.125,"constant fields=['source_specialty', 'synthetic_event_flag']",constants retained only when they encode scope/governance,Constant predictors add no analytical variation but may document scope.
CONSTANT_FIELDS_TREATMENT_EPISODE,P3,univariate,treatment_episode,constant fields documented,LIMITATION,1,24,0.041666666666666664,constant fields=['synthetic_event_flag'],constants retained only when they encode scope/governance,Constant predictors add no analytical variation but may document scope.
CONSTANT_FIELDS_TREATMENT_REGIMEN,P3,univariate,treatment_regimen,constant fields documented,LIMITATION,2,14,0.14285714285714285,"constant fields=['guideline_rule_version', 'synthetic_event_flag']",constants retained only when they encode scope/governance,Constant predictors add no analytical variation but may document scope.
CONSTANT_FIELDS_TREATMENT_REGIMEN_COMPONENT,P3,univariate,treatment_regimen_component,constant fields documented,LIMITATION,1,17,0.058823529411764705,constant fields=['synthetic_event_flag'],constants retained only when they encode scope/governance,Constant predictors add no analytical variation but may document scope.
DOSE_UNIT_AVAILABILITY,P3,treatment,prescription_event,dose and unit fields are available for validation,NOT_APPLICABLE,1,1,1.0,available columns=[],dose/unit checks when those fields are collected,Dose-level analysis is unsupported; this does not affect event/refill analyses.
ZERO_INFLATED_FIELDS_ACTIVE_SURVEILLANCE,P3,univariate,active_surveillance,zero-inflated numeric fields documented,PASS,0,2,0.0,>=95% zero fields=[],review before modeling,Extreme zero inflation can destabilize models and comparisons.
ZERO_INFLATED_FIELDS_ADVERSE_EVENT,P3,univariate,adverse_event,zero-inflated numeric fields documented,PASS,0,0,0.0,>=95% zero fields=[],review before modeling,Extreme zero inflation can destabilize models and comparisons.
ZERO_INFLATED_FIELDS_DIAGNOSIS,P3,univariate,diagnosis,zero-inflated numeric fields documented,PASS,0,5,0.0,>=95% zero fields=[],review before modeling,Extreme zero inflation can destabilize models and comparisons.
ZERO_INFLATED_FIELDS_DISEASE_STATE_EVENT,P3,univariate,disease_state_event,zero-inflated numeric fields documented,PASS,0,0,0.0,>=95% zero fields=[],review before modeling,Extreme zero inflation can destabilize models and comparisons.
ZERO_INFLATED_FIELDS_ELIGIBILITY,P3,univariate,eligibility,zero-inflated numeric fields documented,PASS,0,2,0.0,>=95% zero fields=[],review before modeling,Extreme zero inflation can destabilize models and comparisons.
ZERO_INFLATED_FIELDS_ENCOUNTER,P3,univariate,encounter,zero-inflated numeric fields documented,PASS,0,1,0.0,>=95% zero fields=[],review before modeling,Extreme zero inflation can destabilize models and comparisons.
ZERO_INFLATED_FIELDS_FEATURE_TIMING,P3,univariate,feature_timing,zero-inflated numeric fields documented,PASS,0,0,0.0,>=95% zero fields=[],review before modeling,Extreme zero inflation can destabilize models and comparisons.
ZERO_INFLATED_FIELDS_OBSERVATION,P3,univariate,observation,zero-inflated numeric fields documented,PASS,0,1,0.0,>=95% zero fields=[],review before modeling,Extreme zero inflation can destabilize models and comparisons.
ZERO_INFLATED_FIELDS_ORGANIZATION,P3,univariate,organization,zero-inflated numeric fields documented,PASS,0,0,0.0,>=95% zero fields=[],review before modeling,Extreme zero inflation can destabilize models and comparisons.
ZERO_INFLATED_FIELDS_PATIENT,P3,univariate,patient,zero-inflated numeric fields documented,PASS,0,6,0.0,>=95% zero fields=[],review before modeling,Extreme zero inflation can destabilize models and comparisons.
ZERO_INFLATED_FIELDS_PATIENT_JOURNEY,P3,univariate,patient_journey,zero-inflated numeric fields documented,PASS,0,15,0.0,>=95% zero fields=[],review before modeling,Extreme zero inflation can destabilize models and comparisons.
ZERO_INFLATED_FIELDS_PATIENT_SPLIT,P3,univariate,patient_split,zero-inflated numeric fields documented,PASS,0,0,0.0,>=95% zero fields=[],review before modeling,Extreme zero inflation can destabilize models and comparisons.
ZERO_INFLATED_FIELDS_PRESCRIPTION_EVENT,P3,univariate,prescription_event,zero-inflated numeric fields documented,PASS,0,3,0.0,>=95% zero fields=[],review before modeling,Extreme zero inflation can destabilize models and comparisons.
ZERO_INFLATED_FIELDS_PROVIDER,P3,univariate,provider,zero-inflated numeric fields documented,PASS,0,1,0.0,>=95% zero fields=[],review before modeling,Extreme zero inflation can destabilize models and comparisons.
ZERO_INFLATED_FIELDS_REFERRAL,P3,univariate,referral,zero-inflated numeric fields documented,PASS,0,0,0.0,>=95% zero fields=[],review before modeling,Extreme zero inflation can destabilize models and comparisons.
ZERO_INFLATED_FIELDS_TREATMENT_EPISODE,P3,univariate,treatment_episode,zero-inflated numeric fields documented,PASS,0,3,0.0,>=95% zero fields=[],review before modeling,Extreme zero inflation can destabilize models and comparisons.
ZERO_INFLATED_FIELDS_TREATMENT_REGIMEN,P3,univariate,treatment_regimen,zero-inflated numeric fields documented,PASS,0,0,0.0,>=95% zero fields=[],review before modeling,Extreme zero inflation can destabilize models and comparisons.
ZERO_INFLATED_FIELDS_TREATMENT_REGIMEN_COMPONENT,P3,univariate,treatment_regimen_component,zero-inflated numeric fields documented,PASS,0,2,0.0,>=95% zero fields=[],review before modeling,Extreme zero inflation can destabilize models and comparisons.
