source_group,source_table,source_file,column_name,data_type,missing_percentage,unique_values,example_values,numeric_min,numeric_q05,numeric_q25,numeric_median,numeric_q75,numeric_q95,numeric_max,date_min,date_max,likely_semantic_role,timing_classification,possible_leakage_risk,missingness_interpretation,data_quality_concerns
analytical,referral,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/referral.parquet,referral_id,str,0.0,5419,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,referral,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/referral.parquet,referral_reason,str,0.0,2,advanced_prostate_pathway_review | active_surveillance_exit_radiotherapy,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,referral,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/referral.parquet,referral_status,str,0.0,5,completed | not_completed | pending,,,,,,,,,,categorical_or_descriptive,post_referral,CONDITIONAL: enforce documented availability cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,referral,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/referral.parquet,source_organization_id,str,0.0,22,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,referral,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/referral.parquet,source_provider_id,str,0.0,25,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,referral,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/referral.parquet,source_specialty,str,0.0,1,urology,,,,,,,,,,market_or_pathway_segment,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,constant or all-missing field
analytical,referral,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/referral.parquet,synthetic_event_flag,bool,0.0,1,True,,,,,,,,,,indicator,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,constant or all-missing field
analytical,treatment_episode,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_episode.parquet,discontinuation_date,datetime64[us],81.722246,390,2021-02-11 | 2021-07-10 | 2023-11-09,,,,,,,,2019-06-09,2025-11-08,temporal,target_or_outcome,HIGH: target/outcome-derived; never use as predictor,collected_but_unavailable_or_unknown,high missingness (81.7%); some date values do not parse
analytical,treatment_episode,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_episode.parquet,discontinuation_flag,bool,0.0,2,False | True,,,,,,,,,,indicator,target_or_outcome,HIGH: target/outcome-derived; never use as predictor,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_episode,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_episode.parquet,discontinuation_reason,str,81.722246,2,temporary_gap | synthetic_tolerability_or_choice,,,,,,,,,,categorical_or_descriptive,outcome_or_post_index,HIGH unless used only as target/descriptive endpoint,collected_but_unavailable_or_unknown,high missingness (81.7%)
analytical,treatment_episode,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_episode.parquet,episode_reason,str,0.0,2,mhspc_eligible | active_surveillance_exit,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_episode,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_episode.parquet,market_code,str,0.0,7,US | DE | JP,,,,,,,,,,market_or_pathway_segment,baseline,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_episode,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_episode.parquet,max_refill_gap_days,int64,0.0,117,3 | 31 | 64,0.0,0.0,5.0,14.0,41.0,79.0,120.0,,,treatment_or_medication,future,HIGH: future/post-index information,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_episode,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_episode.parquet,patient_id,str,0.0,2092,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,identifier,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_episode,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_episode.parquet,prescribing_provider_id,str,0.0,63,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_episode,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_episode.parquet,prescription_event_count,int64,0.0,69,4 | 10 | 6,0.0,0.0,4.0,9.0,15.0,29.59999999999991,76.0,,,numeric_measure,future,HIGH: future/post-index information,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_episode,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_episode.parquet,previous_episode_id,str,88.307303,277,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,high missingness (88.3%)
analytical,treatment_episode,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_episode.parquet,restart_date,datetime64[us],94.428029,131,2021-03-31 | 2024-11-07 | 2025-07-19,,,,,,,,2019-08-07,2025-11-07,temporal,outcome_or_post_index,HIGH unless used only as target/descriptive endpoint,collected_but_unavailable_or_unknown,high missingness (94.4%); some date values do not parse
analytical,treatment_episode,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_episode.parquet,restart_flag,bool,0.0,2,False | True,,,,,,,,,,indicator,target_or_outcome,HIGH: target/outcome-derived; never use as predictor,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_episode,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_episode.parquet,switch_date,datetime64[us],93.879274,142,2021-12-30 | 2022-01-26 | 2025-05-18,,,,,,,,2019-07-24,2025-11-21,temporal,target_or_outcome,HIGH: target/outcome-derived; never use as predictor,collected_but_unavailable_or_unknown,high missingness (93.9%); some date values do not parse
analytical,treatment_episode,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_episode.parquet,switch_flag,bool,0.0,2,False | True,,,,,,,,,,indicator,target_or_outcome,HIGH: target/outcome-derived; never use as predictor,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_episode,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_episode.parquet,synthetic_event_flag,bool,0.0,1,True,,,,,,,,,,indicator,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,constant or all-missing field
analytical,treatment_episode,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_episode.parquet,temporary_gap_flag,bool,0.0,2,False | True,,,,,,,,,,indicator,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_episode,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_episode.parquet,tracking_component_id,str,14.394259,2028,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_episode,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_episode.parquet,transition_type,str,0.0,3,initial | restart | switch,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_episode,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_episode.parquet,treatment_end_date,datetime64[us],0.0,1272,2024-08-29 | 2023-04-18 | 2025-07-06,,,,,,,,2019-05-29,2025-12-31,temporal,event_time,CONDITIONAL: require date <= analysis/prediction cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_episode,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_episode.parquet,treatment_episode_id,str,0.0,2369,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,identifier,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_episode,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_episode.parquet,treatment_intent,str,0.0,2,disease_control | localized_definitive,,,,,,,,,,treatment_or_medication,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_episode,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_episode.parquet,treatment_line,int64,0.0,2,1 | 2,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,treatment_or_medication,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_episode,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_episode.parquet,treatment_start_date,datetime64[us],0.0,1523,2024-05-29 | 2022-06-03 | 2024-05-05,,,,,,,,2019-02-07,2025-12-29,temporal,treatment_start,CONDITIONAL: enforce documented availability cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_episode,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_episode.parquet,treatment_status,str,0.0,5,censored | completed | discontinued,,,,,,,,,,treatment_or_medication,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_regimen,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen.parquet,combination_strategy,str,0.0,3,planned_combination | monotherapy | add_on,,,,,,,,,,categorical_or_descriptive,future,HIGH: future/post-index information,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_regimen,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen.parquet,guideline_concordance_classification,str,0.0,2,SCENARIO_SUPPORTED | NOT_ASSESSED,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_regimen,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen.parquet,guideline_rule_version,str,0.0,1,INTENSIFICATION-SYN-v1.0,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,constant or all-missing field
analytical,treatment_regimen,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen.parquet,intensification_flag,bool,0.0,2,True | False,,,,,,,,,,indicator,future,HIGH: future/post-index information,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_regimen,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen.parquet,market_code,str,0.0,7,US | DE | JP,,,,,,,,,,market_or_pathway_segment,baseline,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_regimen,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen.parquet,patient_id,str,0.0,2092,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,identifier,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_regimen,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen.parquet,regimen_end_date,datetime64[us],0.0,1272,2024-08-29 | 2023-04-18 | 2025-07-06,,,,,,,,2019-05-29,2025-12-31,temporal,event_time,CONDITIONAL: require date <= analysis/prediction cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_regimen,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen.parquet,regimen_id,str,0.0,2369,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_regimen,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen.parquet,regimen_name,str,0.0,6,adt_arpi_doublet | adt_monotherapy | adt_chemotherapy_doublet,,,,,,,,,,treatment_or_medication,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_regimen,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen.parquet,regimen_start_date,datetime64[us],0.0,1523,2024-05-29 | 2022-06-03 | 2024-05-05,,,,,,,,2019-02-07,2025-12-29,temporal,event_time,CONDITIONAL: require date <= analysis/prediction cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_regimen,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen.parquet,regimen_status,str,0.0,5,censored | completed | discontinued,,,,,,,,,,treatment_or_medication,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_regimen,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen.parquet,regimen_type,str,0.0,3,doublet | monotherapy | triplet,,,,,,,,,,treatment_or_medication,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_regimen,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen.parquet,synthetic_event_flag,bool,0.0,1,True,,,,,,,,,,indicator,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,constant or all-missing field
analytical,treatment_regimen,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen.parquet,treatment_episode_id,str,0.0,2369,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,identifier,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_regimen_component,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen_component.parquet,component_end_date,datetime64[us],0.0,1512,2024-08-29 | 2023-04-18 | 2025-07-06,,,,,,,,2019-05-29,2025-12-31,temporal,event_time,CONDITIONAL: require date <= analysis/prediction cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_regimen_component,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen_component.parquet,component_id,str,0.0,4230,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_regimen_component,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen_component.parquet,component_role,str,0.0,4,backbone | arpi | chemotherapy,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_regimen_component,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen_component.parquet,component_start_date,datetime64[us],0.0,1536,2024-05-29 | 2022-06-03 | 2024-05-05,,,,,,,,2019-02-07,2025-12-29,temporal,event_time,CONDITIONAL: require date <= analysis/prediction cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_regimen_component,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen_component.parquet,component_status,str,0.0,5,censored | completed | discontinued,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_regimen_component,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen_component.parquet,cycle_length_days,float64,89.314421,1,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,high missingness (89.3%); constant or all-missing field
analytical,treatment_regimen_component,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen_component.parquet,dispensing_detail_available_flag,bool,0.0,2,True | False,,,,,,,,,,indicator,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_regimen_component,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen_component.parquet,dispensing_required_flag,bool,0.0,2,True | False,,,,,,,,,,indicator,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_regimen_component,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen_component.parquet,drug_class,str,0.0,4,ADT | ARPI | chemotherapy,,,,,,,,,,treatment_or_medication,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_regimen_component,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen_component.parquet,drug_name,str,0.0,9,leuprolide | abiraterone | docetaxel,,,,,,,,,,treatment_or_medication,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,may_be_not_collected_by_market_design,none observed in univariate profile
analytical,treatment_regimen_component,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen_component.parquet,market_code,str,0.0,7,US | DE | JP,,,,,,,,,,market_or_pathway_segment,baseline,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_regimen_component,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen_component.parquet,patient_id,str,0.0,2092,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,identifier,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_regimen_component,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen_component.parquet,planned_cycle_count,float64,89.314421,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,high missingness (89.3%); constant or all-missing field
analytical,treatment_regimen_component,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen_component.parquet,regimen_id,str,0.0,2369,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_regimen_component,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen_component.parquet,route,str,0.0,4,injection | oral | infusion,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
analytical,treatment_regimen_component,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen_component.parquet,synthetic_event_flag,bool,0.0,1,True,,,,,,,,,,indicator,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,constant or all-missing field
analytical,treatment_regimen_component,data/releases/BAYER_PROSTATE_PATIENT_JOURNEY_SYNTHETIC_v2.1.0_20260825T112627Z/analytical_dataset/treatment_regimen_component.parquet,treatment_episode_id,str,0.0,2369,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,identifier,LOW at the documented index,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,allergies,data/raw/synthea/allergies.csv,CATEGORY,str,0.0,3,environment | food | medication,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,allergies,data/raw/synthea/allergies.csv,CODE,int64,0.0,12,609328004 | 762952008 | 10831,1191.0,1191.0,213330007.0,609328004.0,640753254.5,763933207.8000001,782576004.0,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,allergies,data/raw/synthea/allergies.csv,DESCRIPTION,str,0.0,12,Allergic disposition (finding) | Peanut (substance) | Sulfamethoxazole / Trimethoprim,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,allergies,data/raw/synthea/allergies.csv,DESCRIPTION1,str,65.0,6,Wheal (finding) | Cutaneous hypersensitivity (disorder) | Anaphylaxis (disorder),,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,high missingness (65.0%)
raw_synthea,allergies,data/raw/synthea/allergies.csv,DESCRIPTION2,str,75.0,4,Allergic angioedema (disorder) | Dyspnea (finding) | Eruption of skin (disorder),,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,high missingness (75.0%)
raw_synthea,allergies,data/raw/synthea/allergies.csv,ENCOUNTER,str,0.0,6,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,allergies,data/raw/synthea/allergies.csv,PATIENT,str,0.0,6,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,allergies,data/raw/synthea/allergies.csv,REACTION1,float64,65.0,6,247472004.0 | 21626009.0 | 39579001.0,21626009.0,27011906.6,143525502.5,247472004.0,267068506.0,695304303.5999995,878820003.0,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,high missingness (65.0%)
raw_synthea,allergies,data/raw/synthea/allergies.csv,REACTION2,float64,75.0,4,402387002.0 | 267036007.0 | 271807003.0,247472004.0,251384804.6,267036007.0,271807003.0,271807003.0,376271002.2,402387002.0,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,high missingness (75.0%)
raw_synthea,allergies,data/raw/synthea/allergies.csv,SEVERITY1,str,65.0,3,MODERATE | MILD | SEVERE,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,high missingness (65.0%)
raw_synthea,allergies,data/raw/synthea/allergies.csv,SEVERITY2,str,75.0,2,MODERATE | MILD,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,high missingness (75.0%)
raw_synthea,allergies,data/raw/synthea/allergies.csv,START,str,0.0,6,2024-01-28 | 2014-03-22 | 1987-12-28,,,,,,,,1960-03-23,2024-01-28,temporal,event_time,CONDITIONAL: require date <= analysis/prediction cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,allergies,data/raw/synthea/allergies.csv,STOP,float64,100.0,0,,,,,,,,,,,temporal,event_time,CONDITIONAL: require date <= analysis/prediction cutoff,collected_but_unavailable_or_unknown,high missingness (100.0%); constant or all-missing field
raw_synthea,allergies,data/raw/synthea/allergies.csv,SYSTEM,str,0.0,1,Unknown,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,constant or all-missing field
